"diagsum_position"	"reference_align_site"	"nodeid=0"	"nodeid=196"	"nodeid=396"	"nodeid=594"	"nodeid=793"	"nodeid=991"	"nodeid=1192"	"nodeid=1393"	"nodeid=1594"	"nodeid=1792"	"nodeid=1995"	"nodeid=2195"	"nodeid=2394"	"nodeid=2595"	"nodeid=2791"	"nodeid=2996"	"nodeid=3191"	"nodeid=3386"	"nodeid=3590"	"nodeid=3790"	"nodeid=3994"	"nodeid=4189"	"nodeid=4394"	"nodeid=4595"	"nodeid=4797"
"659"	"521"	"1.0499590363324214"	"1.0159270596257504"	"1.0187281716578371"	"1.019966624324242"	"0.997089746473156"	"0.9915041972712577"	"1.0463816322746815"	"1.0230668348880034"	"1.0332419031371995"	"0.9927510784643363"	"1.036059471488863"	"1.034918386754584"	"1.0518669280031527"	"1.0238985703365933"	"1.0376929710049572"	"1.0435507779518094"	"1.0124222021217901"	"1.0127196162813514"	"1.0250533614327246"	"0.9889050072903729"	"0.9921856764535736"	"1.0054074794414087"	"1.0090182054143222"	"1.0355695637675328"	"0.9954178087878515"
"660"	"522"	"0.9765494617521093"	"1.0004947001301998"	"0.9839829326283844"	"0.9528041227015352"	"1.016152917689594"	"0.9802970240562857"	"0.9878439470707869"	"0.9702481032228363"	"0.9901941603310599"	"1.0212537376857915"	"0.9726987686291589"	"0.9853364029033638"	"0.9896062437254146"	"0.9991055247582727"	"0.981830334324471"	"0.9883494322144509"	"1.0273602191725546"	"0.996753938072028"	"0.9899623573572036"	"1.0133899369279693"	"1.022236624965823"	"1.0188696782055864"	"1.019489223780967"	"0.9981054037663631"	"0.9530700655317994"
"661"	"523"	"0.9937650713451439"	"1.0106579636470776"	"1.0078611215922137"	"0.9643249380169518"	"0.9926125550273153"	"0.9806512747078318"	"0.9796811876528757"	"0.9910862782673922"	"0.9782883246813051"	"0.9893007059216791"	"0.9750473901980031"	"0.9943580266257418"	"0.9776717496875054"	"0.9525833917903233"	"0.9764588876345157"	"0.9721175121186979"	"0.9525761947582855"	"0.9491961695482509"	"0.952893656600293"	"0.976819567897512"	"0.9802294123366949"	"0.979583140763224"	"0.9876221097791777"	"0.9744985015134247"	"0.9807634785970046"
"662"	"524"	"1.0179766583885823"	"1.020044990330539"	"1.0264245964061618"	"1.0181371849347811"	"0.958702798151922"	"0.9815921869283979"	"0.9729928634413555"	"1.0054555521901019"	"0.9834511015901114"	"0.9880487233198735"	"1.006527738202875"	"1.0167535705988524"	"1.0221214419215054"	"1.0035255324549086"	"1.007686204115793"	"1.002562430808317"	"0.9994975322263001"	"1.0090234283213155"	"1.0118041243004157"	"1.0019418665226645"	"1.014619017945605"	"1.0064516842308247"	"0.9938062208857573"	"0.9965527577566469"	"1.003614748377323"
"663"	"525"	"1.033326494413874"	"1.0303641770932983"	"1.0257396903907865"	"1.0422058898936235"	"1.0027217087840707"	"1.0286619075076886"	"1.0039738176791528"	"1.010000146543339"	"1.0168350508757376"	"1.0303797661040868"	"1.0269726773337329"	"1.0199492491083573"	"1.0021992448060506"	"1.0289727038941723"	"1.0166217078880537"	"1.014990585042288"	"1.0169967798378639"	"1.0244844424581658"	"1.0002463961559234"	"1.0004349517627196"	"0.9772949085545232"	"1.0136601488225354"	"0.9989583179680511"	"1.0322309988270106"	"1.0383254068385308"
"664"	"526"	"0.9672524045830959"	"0.9970741782013715"	"1.0156141087288946"	"0.983743541810945"	"0.9942541210431134"	"1.0242691379250657"	"0.9679981771690743"	"0.9549221703632844"	"0.9846719045548886"	"1.0019849976921222"	"0.998019106922707"	"0.9427427884653792"	"0.9533141823169731"	"0.958338269863166"	"0.9608887576061307"	"0.9606512299957668"	"0.981524565997038"	"0.9962225109793976"	"0.9894176503779881"	"0.9693720188231352"	"0.9461623231820263"	"0.9657117344124085"	"0.9553097157561887"	"0.9642497649556929"	"0.9646908991878743"
"665"	"527"	"0.9879182139942656"	"0.998168770300462"	"0.9886082278891591"	"1.0274142139441025"	"1.018956549708699"	"1.0010655882319752"	"1.0253636611937937"	"1.0284641680846347"	"1.0487520676312598"	"1.0387301903567039"	"1.0715239562119288"	"1.0385081213645404"	"1.0298121652339915"	"1.0332934700950427"	"1.0410992629781928"	"1.042787711482554"	"1.0318825910560225"	"1.0435096029953896"	"1.0318923696493265"	"1.0289021529111897"	"1.0408084102872206"	"1.003352717580213"	"1.0181398248662057"	"1.0257003458572074"	"1.0250400132700908"
"666"	"528"	"1.0000826930854958"	"0.9786383872828476"	"0.9693770013910215"	"0.9707222191237548"	"1.01864267171077"	"1.0156791694554081"	"1.028594979706699"	"0.9904514539013272"	"1.036211896418944"	"1.0074948607013998"	"1.0004211221333086"	"0.9908297120988758"	"1.035797437687781"	"1.0066998333771056"	"1.0150022113323078"	"1.015775268390366"	"1.0218124497331353"	"1.028637757811062"	"1.0258761283208688"	"1.026223926185637"	"1.0119247673890104"	"1.0248839458713246"	"1.0248646507845063"	"0.9912422957271245"	"1.0050205477542375"
"667"	"529"	"1.0260296407728848"	"0.9922465367612993"	"1.0024816313634124"	"0.9766905869541136"	"1.0124705695818623"	"1.0188421603702171"	"1.011753718269425"	"0.9952097903448699"	"1.0054118537013754"	"0.9851898744777337"	"1.0142730228893757"	"0.9763776764029262"	"0.9840928276027269"	"0.9945020892938351"	"1.029551354786238"	"1.0247788487404161"	"1.0261698058892421"	"1.019243865851727"	"1.0020834158924583"	"1.0242285735312169"	"1.023897193890042"	"1.0133770277965433"	"1.0211512808215886"	"0.9948920161081692"	"0.9976254130695127"
"668"	"530"	"1.0171334592061176"	"1.0170490350602897"	"0.9955089491146739"	"0.9939995116421866"	"1.0342370175097348"	"0.9691265304952358"	"1.010132060509842"	"1.016028493420966"	"0.9943608270237768"	"1.0071486877038425"	"0.9641894185227035"	"1.0188460210321808"	"1.0197329373743225"	"1.0036741330918975"	"1.0128775760985453"	"1.0109124537572918"	"1.0146176282972352"	"1.0128101674339567"	"1.018079297870488"	"1.044561272388017"	"1.0275105899336652"	"1.0423489515306004"	"1.0329972596521433"	"1.0136736451996373"	"0.9757859327865609"
"669"	"531"	"1.0030818836744244"	"1.0067254328035333"	"1.0084478753404986"	"0.970478771740555"	"1.0017832638828323"	"0.986507178110851"	"0.9765420266989769"	"0.9994870862992218"	"0.9782399410716613"	"0.9629397567606129"	"0.9595066571446866"	"0.9632806884132659"	"0.9675149586663863"	"0.9590792890603956"	"0.9540331760731489"	"0.9592161019061644"	"0.9537057533737264"	"0.9584508116863221"	"0.9711473593921628"	"0.9576719905547303"	"0.9724784352622897"	"0.9621298033390475"	"0.958305036244344"	"0.9455278041886799"	"0.9696746673359006"
"670"	"532"	"0.9660697658313264"	"0.9398768780856364"	"0.9355654649634706"	"0.9695634535680078"	"1.012433167660322"	"1.0026467309292788"	"1.0029885447240692"	"1.001823945201534"	"0.9773781468060593"	"0.9634194755033285"	"0.9916133911147431"	"0.9749617723690853"	"0.9728119020638805"	"0.9789681207044181"	"0.9710480534870924"	"0.9684886650217147"	"0.9787566250882006"	"0.972298814100722"	"0.9750052035367064"	"0.9679057795429371"	"0.9813224868019425"	"0.9793119282518856"	"0.9733147911781925"	"0.9536639152469674"	"0.9826597148887808"
"671"	"533"	"1.0181379246844762"	"1.033547011397679"	"1.0182973416779464"	"1.0393608702205763"	"1.0260146024132886"	"0.9968438432579539"	"1.0101515087690216"	"1.02215478881064"	"1.0216099071208664"	"1.0156129229281314"	"1.017191551979631"	"1.0223144546629301"	"1.0165662027390532"	"1.0278672700642977"	"1.0176338919731915"	"1.0122729592509214"	"1.0097084232994773"	"0.9864113175699208"	"0.9945106154070165"	"0.9988363704980213"	"0.9804730305257109"	"0.9682273736740595"	"0.9789177990311594"	"1.0235268804766369"	"1.021370206749123"
"672"	"534"	"0.9505265449580299"	"0.958016247366807"	"0.9571995351508109"	"0.9770349002077536"	"0.9563716021282802"	"0.9754266283928978"	"0.9588793440215155"	"0.9492332324084769"	"0.9437902538016839"	"0.9574214873149366"	"0.9659173501707918"	"0.9406765792023081"	"0.9525899820835485"	"0.9805864501078659"	"0.9872021032270645"	"0.992959188203792"	"0.9993769712567121"	"1.0055684803717513"	"1.0046486350615025"	"0.987291466541318"	"0.9539870995240121"	"0.9849290826263977"	"0.9927057932704159"	"0.9694144646108659"	"0.9564777896801722"
"673"	"535"	"1.0182743649650041"	"1.0160875984001987"	"1.0353812508891076"	"1.0154828289462854"	"1.0010957746986595"	"1.0372209482369372"	"1.0135246244689575"	"1.0210528764573499"	"1.0294261748072269"	"1.026125967610486"	"1.0441764326139813"	"1.0388162248142927"	"1.0022171614588036"	"1.0237767596935692"	"1.0325018697162223"	"1.0370256309692536"	"1.0447000519348264"	"1.0501113342384043"	"1.0468421773841312"	"1.0225748973649778"	"1.0428562870455709"	"1.049529814796394"	"1.041110188573683"	"1.0180773321495193"	"1.0353490486184842"
"674"	"536"	"1.01936147993375"	"1.022001380710376"	"1.0219754751492547"	"0.9778276168510439"	"1.0373769126073764"	"1.0020636222602974"	"1.0215179098275622"	"1.0210040967090637"	"1.0206105449605138"	"1.026077391016903"	"1.0299218539822244"	"1.0351474639431981"	"1.0418923535055886"	"1.0008192884037104"	"1.0183849337566773"	"1.018109206996038"	"1.006650967817398"	"1.0042499431043348"	"1.0150903138479879"	"1.0290461562212485"	"1.0259834888770563"	"1.0283384492772965"	"1.017491408490149"	"1.029651338245426"	"1.0651873214849021"
"675"	"537"	"0.9870735520383959"	"0.9867801641390563"	"0.9760685732477491"	"1.0232412472387542"	"1.003819692084953"	"0.9985164261254783"	"0.9928557523935524"	"1.0143998582379476"	"1.0078024673994552"	"1.0042209424253108"	"0.9844520108447012"	"1.0313990059157234"	"1.0465111327006973"	"1.0238562996952507"	"1.0060776093243629"	"1.0062615522224863"	"1.0037414602026"	"1.0095808494715004"	"1.0064743370111064"	"1.0153004695503705"	"1.0345187936201659"	"1.0069013352696552"	"1.0151906227604304"	"1.0158666939717793"	"1.0234393620258178"
"676"	"538"	"0.9666304481064696"	"0.9875569404837731"	"0.9924157754073875"	"0.9651480004639581"	"0.9636666667589011"	"0.9493581553697127"	"0.9649823769776883"	"0.9599087205855057"	"0.9558128355516768"	"0.9877677607417107"	"0.9418983018478513"	"0.9646498584447697"	"0.9600390692922157"	"0.9657795002466657"	"0.9464307245730185"	"0.9474948438047673"	"0.9423836087789538"	"0.9558603009585991"	"0.9531186368732595"	"0.9641275214972423"	"0.9625872962938575"	"0.9499033087486004"	"0.9489477002444465"	"0.9702651746065724"	"0.953521792695174"
"677"	"539"	"1.0444664913867445"	"1.0568895156955387"	"1.0624877297219897"	"1.0103028403558796"	"1.0434462351751241"	"1.0495705487202867"	"1.0319317520652547"	"1.0245308561114679"	"1.0209368307760995"	"1.048776344172773"	"1.022023262676222"	"1.031341778104739"	"1.0155019839157076"	"1.0216166917389318"	"1.026525353367657"	"1.026142518440503"	"1.0037335817907265"	"1.0137896360085341"	"1.0269666442813215"	"1.015954152374014"	"1.0035679837031195"	"1.0122041743395263"	"1.007997958480905"	"0.999932320236738"	"1.0052343157551427"
"678"	"540"	"1.0129066767201549"	"0.9492520864099271"	"0.9340391576559761"	"0.9642358860922241"	"0.9237148067000125"	"0.9567641747961445"	"0.9803228354714538"	"0.9576922210327138"	"1.005391756123173"	"0.9494621074645354"	"0.9882926205229647"	"0.9903699603713909"	"0.9974716860849715"	"0.9969952312784889"	"0.9855919179639456"	"0.9814015649667025"	"0.9753450480332514"	"0.9807732910188539"	"0.9899456233226185"	"0.9377886685733101"	"0.9277791977531811"	"0.9811692542484982"	"0.9831281267208005"	"0.9955139295898962"	"0.9445038949793846"
"679"	"541"	"1.0203486327829911"	"1.0597083796350946"	"1.0478767403548952"	"1.0215754925029963"	"1.004580515674729"	"1.0322111630266624"	"1.0183080483653912"	"1.0147833590756032"	"1.029897784657576"	"1.0227669325749218"	"1.0249188613551257"	"1.0315517181612859"	"1.0177519016987704"	"1.0212391531000233"	"1.0325498106061433"	"1.0378152304966526"	"1.0306536085589457"	"1.0226693770466453"	"1.0190802404324302"	"1.0373256537920483"	"1.06890474079769"	"1.016761573121136"	"1.0344783595126275"	"1.0309721335668882"	"1.0102867044515609"
"680"	"542"	"0.9853024964822716"	"0.9897025762283865"	"0.9937857062035327"	"0.9998818902503352"	"1.0341756124077988"	"1.0343054831206262"	"1.0314982253407237"	"1.0263063715178316"	"1.0059628979719755"	"1.029832245564355"	"1.0107972179600797"	"0.9887800678688957"	"0.9933066992245112"	"0.9785668743494902"	"0.9832889516726333"	"0.9787388594489932"	"0.9896803742637303"	"0.981271003127146"	"0.975774663478869"	"1.0005246418878113"	"1.003546760999064"	"0.9920400351998583"	"0.9891772283735054"	"1.004908474890835"	"1.0041822566228233"
"681"	"543"	"1.025819972920463"	"1.0118658236670974"	"1.0177269462313567"	"0.9824816495769608"	"0.9634784945365558"	"0.958711603380023"	"0.962755861610345"	"1.0251324144603073"	"0.9745010502890002"	"0.976414921654052"	"0.9969378866500077"	"1.0063067870156297"	"1.0191366171934941"	"1.0026377202948171"	"0.9957558391355413"	"0.992066207327792"	"1.005911845939794"	"1.018463561522592"	"1.0137363305328162"	"0.9822526804172069"	"0.992472359333914"	"0.9985030237799933"	"1.011911010431218"	"1.000290641256448"	"1.0138440746084467"
"682"	"544"	"0.9736360913254674"	"0.9732242085312046"	"0.9787030719055435"	"0.9785162787033023"	"0.9450333231625965"	"0.954669466316017"	"0.9837076410982454"	"0.9854686946546585"	"0.994454050091599"	"0.9638135732464219"	"1.001357755674922"	"0.976528203020567"	"0.9541904423169484"	"1.0048292615202086"	"0.971728726109557"	"0.9715155233383796"	"0.9803259492712503"	"0.9868541100167165"	"0.9847735301078457"	"0.9630750747721208"	"0.9400888505840099"	"1.0050768288247238"	"1.0014718580388962"	"0.9834835798454827"	"0.9785693425756858"
"683"	"545"	"1.035763387728497"	"1.0744754183290406"	"1.0806543634202663"	"1.068974675331133"	"1.0877898504586028"	"1.0562722386552261"	"1.0735245534318825"	"1.0431668806096417"	"1.084373232606508"	"1.0883015662675266"	"1.0647753939817712"	"1.05972610167473"	"1.0454114494443676"	"1.0680010371842783"	"1.0524742161354517"	"1.0513262547123428"	"1.0780322022233046"	"1.072464211835239"	"1.080920009035229"	"1.0815134953220533"	"1.0804854925074139"	"1.0695428680454444"	"1.06877443893995"	"1.0693350300690647"	"1.0783292957503192"
"684"	"546"	"0.9516712106305546"	"0.9127441973957454"	"0.9224008088464201"	"0.9588959758814676"	"0.9661488339597022"	"0.9748821631598527"	"0.9814357821459915"	"0.9555532585479788"	"0.9799175723520261"	"0.9253966322501411"	"0.9954090652510894"	"0.9438156802635854"	"0.9459258771074847"	"0.9558278208041203"	"0.9657300456601142"	"0.9652418286508326"	"0.9521441336783351"	"0.9705037023503036"	"0.9719589235127439"	"0.9376950676836162"	"0.8938828589455562"	"0.9491204699777632"	"0.9455093952898087"	"0.9589977049841475"	"0.9653430856787792"
"685"	"547"	"1.0203104079182508"	"1.012352658001767"	"1.0220586240499103"	"1.0753714313851825"	"1.0348946004369617"	"1.0544940992887748"	"1.0256623156628657"	"1.0726377067904862"	"1.0296898549386932"	"1.0260619555023782"	"1.0179237413750464"	"1.071292068216981"	"1.0750032537370298"	"1.070771867932155"	"1.0544567704851728"	"1.0542568199339033"	"1.0599310353341125"	"1.055936732209807"	"1.0574245195497591"	"1.0650495104386675"	"1.0711224150390286"	"1.0670757650219724"	"1.0640991822785963"	"1.0635565800258504"	"1.0612945655294563"
"686"	"548"	"1.015884935425288"	"1.0048059995589584"	"1.01162088418432"	"1.0187357525768086"	"1.026538784009009"	"1.0166511760941603"	"1.0111634683780482"	"0.9865416568904597"	"1.0091937508783526"	"0.9842100674991191"	"1.0155224504239944"	"0.9739730724299441"	"0.9755448337435229"	"0.9907542429455833"	"0.996293597447753"	"0.99703740545941"	"0.9954414003288339"	"0.9897897957035674"	"0.9894128151096331"	"1.0101715831710414"	"1.0239959280455648"	"1.0103953067469535"	"1.00392559261456"	"0.9998943003486978"	"1.001534820475667"
"687"	"549"	"0.9973292258495603"	"1.004795545608399"	"1.0038661737387151"	"1.0139596861628808"	"1.0223560763286212"	"1.0138151032430682"	"1.0111412131768622"	"0.9983692758656516"	"0.971337463025276"	"1.0046617414069337"	"0.9699820987343208"	"0.9678429108126249"	"0.9660104719365639"	"0.9634838301942475"	"0.9784018943223919"	"0.9792011673485455"	"0.9716958829023028"	"0.9622930577335195"	"0.9751132129849959"	"0.9956951297329504"	"0.9977471481556532"	"0.969014508264903"	"0.9769644105277805"	"0.9767087517886771"	"0.9751814630590355"
"688"	"550"	"0.9928892208790259"	"0.9977810063428898"	"0.9917265838622625"	"0.9974614975963196"	"1.00095780009063"	"1.0052166618957097"	"0.9956332492859535"	"1.0124282378715128"	"1.0015725239787614"	"1.0088348351473149"	"0.99016643525864"	"0.9942682137282131"	"0.9981981145682506"	"0.9826689562206531"	"1.0066580933078453"	"1.0075750702042634"	"0.991082899729037"	"1.0011192727353422"	"0.9981978437732917"	"0.9905025475529953"	"1.0008219102513918"	"0.9864037204218257"	"0.9899199625543886"	"1.0094646101495663"	"0.9929684719846206"
"689"	"551"	"0.9512951970897855"	"0.9653922289419348"	"0.9542941946525961"	"1.018796097119288"	"0.9854082981231129"	"0.9976903969194441"	"0.988843931906153"	"1.000790065927519"	"0.9806934609966805"	"0.9893433101148652"	"0.9964175157526102"	"0.9933843749369229"	"0.9782170600784861"	"0.9852378658747121"	"0.9943930520547216"	"0.9956145868995989"	"1.0163212879299541"	"0.9961080292393524"	"1.0034361511046377"	"0.9796849648958909"	"0.9758716752656624"	"0.9989796450878539"	"0.9901195110782841"	"1.0112096477539054"	"0.9892244489398231"
"690"	"552"	"1.0286831819177633"	"0.9904669614635092"	"0.9865281777352145"	"1.011715214044412"	"0.9855798534618926"	"0.975478029633884"	"0.9949239908308103"	"1.0103951480715978"	"0.9837772876289861"	"0.9721515045735172"	"1.0097085931183347"	"1.0254232644227614"	"1.0258450180643375"	"0.993566611821392"	"1.019666850788257"	"1.019634008922547"	"1.0027243379697008"	"1.000159511818898"	"1.0009353168027861"	"0.9750886662820298"	"0.9699474097342993"	"1.0003482096935927"	"0.9963432107024063"	"1.023354514559647"	"1.0220738929334543"
"691"	"553"	"1.044275036511054"	"1.0397815925169642"	"1.0437250145516392"	"1.0823220641733888"	"1.0753210712673344"	"1.0477094306303831"	"1.0519936344307546"	"1.0575121394620501"	"1.0468735629542012"	"1.0628784814795071"	"1.0402943387702905"	"1.0708935941291589"	"1.0585572500734064"	"1.0712022246585513"	"1.0686561340853737"	"1.068938593836276"	"1.0698787996211383"	"1.0588787451554906"	"1.043576333726068"	"1.0702232326967842"	"1.0886403947388117"	"1.0545780560076923"	"1.0706636869441573"	"1.0427803463561205"	"1.0810010574245015"
"692"	"554"	"1.041024901975388"	"0.9935840832791494"	"0.9951578254524936"	"1.0104311464082276"	"0.954783581923804"	"1.05194035308496"	"1.01278938361124"	"1.0004525995841278"	"1.0292484613718327"	"0.9952662398664311"	"1.0086191742889272"	"1.0181377822767004"	"1.0138365674639787"	"1.0300214369199856"	"1.0272527986021376"	"1.0269665139596316"	"1.0192324462313413"	"1.0250623868766586"	"1.0166805476689162"	"1.0177502027953527"	"0.9854727508360109"	"1.0177372138466398"	"1.0134681125357403"	"1.0218910208988716"	"1.0377079411242731"
"693"	"555"	"0.9716286233189073"	"1.0034436331917016"	"1.0085965257413119"	"0.9282392603836173"	"0.9256819112840565"	"0.9014110236811215"	"0.9459998738317975"	"0.9814134540116574"	"0.9797588486930843"	"0.9627988303736656"	"1.0035305041704061"	"0.964272825840923"	"0.9754821659410131"	"0.967178806348524"	"0.9501870009103716"	"0.9497278668726375"	"0.9553687516522197"	"0.9601057734202751"	"0.9513776195393373"	"0.9595587758438722"	"0.9676316260826784"	"0.9501128357444457"	"0.9562888190469281"	"0.957305657980761"	"0.9802852264079718"
"694"	"556"	"0.9916143595387178"	"1.0187433684113254"	"1.0235111481330155"	"0.9727324384270458"	"0.990630813831548"	"0.938811775520097"	"0.9735967122638369"	"1.0030185551036388"	"0.9722588510620889"	"1.0126471126994636"	"0.9603005869200866"	"0.9964419231241052"	"0.9985111728552553"	"0.9788426622378864"	"0.9763463445304998"	"0.9760045166377072"	"0.9680088358130075"	"0.9781401991441925"	"0.9724387217164681"	"0.9736549464900556"	"0.9802730947137783"	"0.9760703906828313"	"0.9715595684578396"	"0.9724129043439712"	"0.9683221982497996"
"695"	"557"	"0.9930749272725328"	"1.0113018294897433"	"1.0038038898568686"	"1.0138174820169972"	"0.9884636346064081"	"0.99393082071755"	"0.9639396272828327"	"0.9986950313259659"	"0.9930143182886825"	"1.0314226041268166"	"0.9940159696699997"	"1.0227661255338383"	"1.009914016350011"	"1.0315073369178378"	"0.9893696384710716"	"0.9872439794195044"	"0.9871737689232759"	"0.9944346103915241"	"1.0024424836097874"	"1.0138765931409552"	"1.0518042004684858"	"1.006842123108092"	"0.9938912914337191"	"1.0010134468030294"	"1.0183476022408526"
"696"	"558"	"1.0144831456424246"	"1.0452226045022164"	"1.0354026151087643"	"1.0329195365018302"	"1.04483020330987"	"1.024796515726109"	"1.036847405296853"	"0.9856049791739986"	"1.0145803406414724"	"1.031875858124461"	"1.0156046337758"	"0.9957317917729757"	"0.9960825221447969"	"0.9962930053199992"	"0.9930810886931627"	"0.992539046815169"	"0.9982153610813531"	"0.9981841798003305"	"1.0023562592635802"	"1.0083557361973394"	"1.0265791553495458"	"1.0183409944411053"	"1.0245900786603128"	"1.0192778315350084"	"0.9890157994159492"
"697"	"559"	"0.9782575444668372"	"0.9695068591198817"	"0.972034338947949"	"0.9901231890061862"	"1.005147823197958"	"0.985970310698928"	"1.001456205885487"	"0.9766980336286575"	"0.9801791649807906"	"0.9675884449742533"	"0.9829030038225762"	"0.984465464676701"	"1.0067015727117028"	"0.9836125475549382"	"0.9703420792760683"	"0.9679395079473959"	"0.9779362966313496"	"0.9844840333083517"	"0.9798161783613532"	"1.0027498179533965"	"0.9855177606228969"	"0.9771838979815557"	"0.9854377631507246"	"1.00489971984149"	"0.9814118673820844"
"698"	"560"	"1.0188198022767807"	"1.0624021965163568"	"1.0619181676062444"	"0.9893004303506167"	"1.0120710524131087"	"1.019075026552485"	"0.9882565498722354"	"1.005554557689434"	"1.0051825666326644"	"1.0461621337748062"	"1.0074004502516511"	"1.0105653984757221"	"1.001061419079514"	"1.017533674883643"	"1.0345508617371357"	"1.03550770572082"	"1.0130365084141786"	"1.0098299042823033"	"1.0145217677510692"	"1.0254370773018073"	"1.0311661605634597"	"1.016775160128748"	"0.9984441689728287"	"1.015480577486758"	"1.0270129119325728"
"699"	"561"	"0.9524644523419007"	"0.98658551638233"	"0.9828496387413805"	"0.9829759592888669"	"0.97268987971367"	"0.9476612482195753"	"0.9759836493826501"	"0.9719513288973357"	"0.9801537187692783"	"0.9744253066999101"	"0.989739525987889"	"0.9745681319215724"	"0.9737066863012387"	"0.9729331330237"	"0.9905581514527851"	"0.9923656424023365"	"0.9768784947347453"	"0.9812849034022058"	"0.9695365598126446"	"0.9557183373939188"	"0.9674037429643016"	"0.9824041575887182"	"0.9865877291386712"	"0.970780463604096"	"0.9609240621725756"
"700"	"562"	"0.9742064686593302"	"0.9665954962513184"	"0.9780462247387085"	"0.9619978483930588"	"1.0125153545908407"	"1.0069589409439645"	"1.009813848008696"	"0.9663790515910311"	"0.9739265864263682"	"0.9842365842407799"	"0.9632717083485588"	"0.9542109140871737"	"0.9696039183767517"	"0.9613538282348726"	"0.9393738333321905"	"0.9377497799777221"	"0.9439031664520717"	"0.9387980801056868"	"0.9489934665437031"	"0.9668343012643758"	"0.9520930653883883"	"0.9343640068287474"	"0.9424883479978577"	"0.9756447413868659"	"0.962853596630806"
"701"	"563"	"0.99636378857928"	"0.9607681599881202"	"0.9732016589174294"	"1.0275261529159188"	"0.996583286785547"	"1.0247230380075574"	"1.0013193299405663"	"1.0321676779121298"	"1.0189249924227939"	"1.0047110421152345"	"0.9977290289540407"	"1.011243008274768"	"1.0116518644192696"	"1.0240212375547177"	"1.0004161361277322"	"0.9997899320748451"	"0.9995963846868406"	"1.0098095645094076"	"1.0002176664647968"	"1.0002248646984921"	"0.9952625984875442"	"1.0026481903280773"	"0.9992274616662725"	"0.9883726344088"	"1.0151578006632127"
"702"	"564"	"1.0014022722660265"	"1.0204546317055168"	"1.0193328629353768"	"1.011480675172194"	"1.0139955582212978"	"1.0019616120973862"	"1.0074613314125758"	"0.9927308139877326"	"1.0138812053621908"	"1.0306616510096116"	"0.9939147658539854"	"0.9969575798617922"	"0.9964349309813871"	"0.997532555896308"	"1.0018793682317235"	"1.0031859809829728"	"1.0142966737798276"	"0.9964229532514071"	"1.0047058443621018"	"1.0368963215683782"	"1.0300633229843645"	"1.0027704124691088"	"1.001238779591721"	"1.0072984086679642"	"1.0017181737302325"
"703"	"565"	"0.9761905850280256"	"0.9625087531897244"	"0.9728535174727975"	"1.0155491074849379"	"0.9857853451413785"	"1.022537311981292"	"1.0187136757268977"	"0.9864782014113006"	"0.9946121717235505"	"0.9786923421901011"	"1.0150345160181469"	"0.9740510499129208"	"0.9696411871346694"	"0.9774618956736004"	"0.9890176197523763"	"0.9882882631342051"	"0.972117445098673"	"0.9897780791039998"	"0.9793892121216835"	"0.9521947410335017"	"0.9504760873156882"	"0.9785365894426532"	"0.9784571259352273"	"0.9898350310774428"	"0.9849056622852858"
"704"	"566"	"1.0064387094449119"	"1.0000055042201064"	"1.0005653286411629"	"1.0404929669148488"	"0.9963222623733421"	"0.9904809188851126"	"0.981686382588646"	"0.9930044985242056"	"1.0070450703190166"	"1.0348906739711683"	"0.997202311207625"	"1.0015646799955493"	"0.9970041151342219"	"1.0175929994453001"	"1.0207878963770356"	"1.0218228877565279"	"1.0186236842248053"	"1.0226432404219141"	"1.018538479852997"	"1.0420590165436756"	"1.0300867722487983"	"1.002206266115782"	"1.0079655046245355"	"1.010442340345563"	"1.0013308669168317"
"705"	"567"	"0.9684718128139812"	"0.9514395767288356"	"0.9379147346905506"	"0.9636930099698764"	"0.9986882394720611"	"0.987607360796721"	"0.998546843628737"	"1.012739043574283"	"0.9826279132461777"	"0.9523864228401396"	"0.9953967821880572"	"0.9763133570713863"	"0.9847285729793999"	"0.9914024013333765"	"1.0183884135061905"	"1.0196738754364476"	"1.0321882351690777"	"1.00415085389055"	"1.0118469376142434"	"0.9953885421610674"	"0.998203225022448"	"1.0254977181140696"	"1.020586388219168"	"1.0042111797904572"	"1.0020123478478844"
"706"	"568"	"0.9988768699286406"	"1.0398042216425127"	"1.0249208720989875"	"1.0209143405446552"	"1.0474583771015706"	"1.0005457586239894"	"1.006232070254206"	"1.018548809941497"	"0.9896561333816831"	"1.0002989339656931"	"0.9968785526657369"	"0.9987038416797408"	"1.0075705438493427"	"0.9924918659063189"	"0.9882184581314634"	"0.9869099618276124"	"1.0062086597628848"	"1.0115724702045508"	"1.0113765148130325"	"1.0251401290725415"	"1.0204508983173812"	"1.0077018539178066"	"1.0135364010023753"	"1.0038186197734622"	"0.9981121831557445"
"707"	"569"	"1.0336631295247096"	"1.0096857571401041"	"1.0114913750573529"	"1.0047253702725023"	"1.0049376650498536"	"1.0163151957288865"	"1.016810524235119"	"1.0033054399659"	"0.9849416517932164"	"0.9992516916199369"	"0.9889737283117959"	"1.0017710304581293"	"0.9973108375409209"	"0.9880449476152064"	"0.9890194202207531"	"0.9882244907443852"	"0.9795662675025995"	"0.994742166648098"	"0.9910523303204184"	"0.9840646398836584"	"1.0049644777044353"	"1.0126627071184764"	"1.0083983693044491"	"0.9929149190741728"	"0.9996705189667257"
